IPinURL,length,shortened,at_symbol,redirect_slashes,prefsuf,subdomain,tld,https_domain,website_traffic,statistical_report,certificate,domain_age,reg_length,Result
1.0,-0.49,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,2.74,0.182,-1
1.0,-0.49,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,2.74,0.182,-1
1.0,-0.36,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,3.229,0.059,-1
1.0,-0.29,1.0,1.0,1.0,1.0,-1.0,-4.16,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-1.38,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,-1.0,1.0,5.588,0.256,-1
1.0,-0.36,1.0,1.0,1.0,1.0,0.0,-0.39,1.0,-1.0,1.0,-1.0,0.008,0.358,-1
1.0,-0.5,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,2.74,0.182,-1
1.0,-0.44,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,2.74,0.182,-1
1.0,-0.41,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.331,0.035,-1
1.0,-2.75,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.289,0.077,-1
1.0,-0.3,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.289,0.077,-1
1.0,-0.42,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,1.464,0.727,-1
1.0,-0.4,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,8.126,2.101,-1
1.0,-0.7,1.0,1.0,1.0,1.0,-1.0,-0.39,1.0,-1.0,1.0,-1.0,0.006,0.359,-1
1.0,-1.47,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.48,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.18,0.365,-1
1.0,-0.74,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.18,0.365,-1
1.0,-0.76,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.18,0.365,-1
1.0,-0.31,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.43,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.55,1.0,1.0,1.0,1.0,-1.0,-0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.56,1.0,1.0,1.0,1.0,-1.0,-0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.55,1.0,1.0,1.0,1.0,-1.0,-0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.56,1.0,1.0,1.0,1.0,-1.0,-0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.55,1.0,1.0,1.0,1.0,-1.0,-0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.56,1.0,1.0,1.0,1.0,-1.0,-0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.46,1.0,1.0,1.0,1.0,-1.0,-0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
-1.0,-0.68,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
-1.0,-0.65,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
-1.0,-0.66,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.68,1.0,1.0,1.0,-1.0,-3.0,-0.48,1.0,1.0,1.0,1.0,5.544,0.3,-1
1.0,-1.08,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.139,0.227,-1
1.0,-1.07,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.139,0.227,-1
1.0,-0.72,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.006,0.359,-1
1.0,-0.31,1.0,1.0,1.0,1.0,0.0,-0.42,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.52,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-1.36,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.77,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.18,0.365,-1
1.0,-0.61,1.0,1.0,1.0,1.0,0.0,-0.02,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.6,1.0,1.0,1.0,1.0,0.0,-0.02,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.44,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.66,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.56,1.0,1.0,1.0,-1.0,-3.0,-0.48,1.0,1.0,1.0,1.0,5.544,0.3,-1
1.0,-0.5,1.0,1.0,1.0,-1.0,-4.0,-0.32,1.0,-1.0,1.0,-1.0,2.133,0.059,-1
1.0,-0.58,1.0,1.0,1.0,1.0,-3.0,-0.32,1.0,-1.0,1.0,1.0,2.133,0.059,-1
1.0,-0.47,1.0,1.0,1.0,1.0,-3.0,-0.32,1.0,-1.0,1.0,1.0,2.133,0.059,-1
1.0,-1.36,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-1.37,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-1.25,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-0.73,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,3.305,1.809,-1
1.0,-0.84,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.008,0.357,-1
1.0,-0.85,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.008,0.357,-1
1.0,-1.47,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.58,1.0,1.0,1.0,1.0,-3.0,-0.32,1.0,-1.0,1.0,1.0,2.133,0.059,-1
1.0,-0.47,1.0,1.0,1.0,1.0,-3.0,-0.32,1.0,-1.0,1.0,1.0,2.133,0.059,-1
1.0,-1.17,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.65,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.369,0.362,-1
1.0,-0.5,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,2.989,0.298,-1
1.0,-0.38,1.0,1.0,1.0,1.0,0.0,-0.23,1.0,-1.0,1.0,-1.0,1.385,0.076,-1
1.0,-1.1,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.98,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.47,1.0,1.0,1.0,-1.0,0.0,-0.18,1.0,-1.0,1.0,-1.0,0.034,0.331,-1
1.0,-0.46,1.0,1.0,1.0,-1.0,0.0,-0.18,1.0,-1.0,1.0,-1.0,0.034,0.331,-1
1.0,-0.98,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.97,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.99,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.98,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.88,1.0,1.0,1.0,-1.0,-1.0,-0.45,1.0,-1.0,1.0,-1.0,0.407,0.324,-1
1.0,-0.42,1.0,1.0,1.0,1.0,-1.0,-0.39,1.0,-1.0,1.0,-1.0,0.006,0.359,-1
1.0,-0.84,1.0,1.0,1.0,-1.0,-2.0,-0.48,1.0,1.0,1.0,-1.0,3.417,1.331,-1
1.0,-0.95,1.0,1.0,1.0,-1.0,-2.0,-0.48,1.0,1.0,1.0,-1.0,3.417,1.331,-1
1.0,-0.96,1.0,1.0,1.0,-1.0,-2.0,-0.48,1.0,1.0,1.0,-1.0,3.417,1.331,-1
1.0,-0.61,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.014,0.351,-1
1.0,-1.36,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-1.37,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-1.25,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-0.96,1.0,1.0,1.0,-1.0,-1.0,-0.48,1.0,-1.0,1.0,1.0,0.423,0.308,-1
1.0,-0.58,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.18,0.365,-1
1.0,-0.49,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.18,0.365,-1
1.0,-0.98,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.76,1.0,1.0,1.0,1.0,0.0,-0.39,1.0,-1.0,1.0,-1.0,0.008,0.358,-1
1.0,-0.35,1.0,1.0,1.0,1.0,0.0,-0.39,1.0,-1.0,1.0,-1.0,0.008,0.358,-1
1.0,-0.34,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.35,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.32,1.0,1.0,1.0,-1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,6.927,0.378,-1
1.0,-0.44,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.949,0.147,-1
1.0,-0.45,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.949,0.147,-1
1.0,-0.5,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,2.74,0.182,-1
1.0,-0.36,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.098,0.634,-1
1.0,-0.5,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,2.74,0.182,-1
1.0,-0.43,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,2.74,0.182,-1
1.0,-2.21,1.0,1.0,1.0,1.0,-1.0,-0.32,1.0,1.0,1.0,-1.0,8.524,0.263,-1
1.0,-2.09,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-2.09,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-0.43,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-2.09,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-2.09,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-0.43,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-2.09,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-2.09,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-0.43,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-0.4,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.331,0.035,-1
1.0,-2.77,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.289,0.077,-1
1.0,-0.29,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.289,0.077,-1
1.0,-2.01,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.33,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.531,0.2,-1
1.0,-0.76,1.0,1.0,1.0,1.0,-2.0,-0.32,1.0,1.0,1.0,1.0,4.41,0.339,-1
1.0,-0.75,1.0,1.0,1.0,1.0,-2.0,-0.32,1.0,1.0,1.0,1.0,4.41,0.339,-1
1.0,-0.76,1.0,1.0,1.0,1.0,-2.0,-0.32,1.0,1.0,1.0,1.0,4.41,0.339,-1
1.0,-0.84,1.0,1.0,1.0,1.0,0.0,-0.09,1.0,-1.0,1.0,-1.0,0.027,0.338,-1
1.0,-0.42,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-0.41,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-1.37,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-1.27,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-0.55,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-0.34,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-0.42,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-1.37,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-1.27,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-1.31,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-0.54,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-0.52,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.525,0.206,-1
1.0,-0.77,1.0,1.0,1.0,-1.0,0.0,-0.48,-1.0,-1.0,1.0,-1.0,0.016,0.349,-1
1.0,-0.37,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,3.229,0.059,-1
1.0,-0.37,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,3.229,0.059,-1
1.0,-1.99,1.0,1.0,1.0,1.0,0.0,-0.39,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.33,1.0,1.0,1.0,1.0,0.0,-0.39,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-2.6,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.289,0.077,-1
1.0,-2.32,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.289,0.077,-1
1.0,-2.63,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.289,0.077,-1
1.0,-0.55,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.289,0.077,-1
1.0,-0.47,1.0,1.0,1.0,-1.0,-1.0,-0.45,1.0,-1.0,1.0,-1.0,2.029,0.163,-1
1.0,-0.46,1.0,1.0,1.0,-1.0,-1.0,-0.45,1.0,-1.0,1.0,-1.0,2.029,0.163,-1
1.0,-0.32,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.63,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.04,0.69,-1
1.0,-0.62,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.04,0.69,-1
1.0,-0.48,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.004,0.361,-1
1.0,-0.48,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.004,0.361,-1
1.0,-0.73,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,1.464,0.727,-1
1.0,-1.08,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-1.07,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-1.06,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-1.07,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-1.3,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.981,0.115,-1
1.0,-1.32,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.981,0.115,-1
1.0,-1.4,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.981,0.115,-1
1.0,-1.32,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.981,0.115,-1
1.0,-1.42,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.981,0.115,-1
1.0,-0.52,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.004,0.361,-1
1.0,-1.41,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-1.42,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.981,0.115,-1
1.0,-1.43,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
